page_url,target_keyword,impressions,clicks,ctr_pct,avg_position
https://ledsone.co.uk/es/blogs/new/how-to-choose-the-perfect-pendant-light-for-your-dining-table,lamparas colgantes para comedor pequeño,141,2,1.42,17.4
https://ledsone.co.uk/blogs/new/how-to-choose-the-right-pendant-holder,pendant holder,141,0,0,39.2
https://ledsone.co.uk/pl-pl/collections/cord-grip-and-hanging-chains,chain lights,136,2,1.47,11.6
https://ledsone.co.uk/blogs/new/exploring-the-versatile-g80-bulb-from-vintage-charm-to-smart-home-integration,g8 bulb,135,3,2.22,5.3
https://ledsone.co.uk/blogs/new/best-heavy-duty-hanging-chains-for-plants-ceiling-lights-in-the-uk-1,chain for light hanging,131,1,0.76,9.8
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.colour=Navy+Blue&variant=45380373840122,navy blue ceiling lights,130,0,0,36.0
https://ledsone.co.uk/collections/all/products/green-flush-mount-ceiling-light-fitting?_pos=1&_fid=a087ef239&_ss=c,green ceiling lighting,129,0,0,50.1
https://ledsone.co.uk/pl/collections/cord-grip-and-hanging-chains,chandelier chain,128,1,0.78,22.1
https://ledsone.co.uk/collections/ceiling-pipe-lights,industrial style ceiling light,122,1,0.82,31.4
https://ledsone.co.uk/collections/b22-base-bulb/vintage-bulb,vintage light bulbs bayonet,122,0,0,40.8
https://ledsone.co.uk/es/blogs/new/10-stylish-pendant-lights-for-a-modern-kitchen,lamparas colgantes para cocina modernas,122,1,0.82,22.9
https://ledsone.co.uk/collections/commercial-lighting-for-restaurants-uk,commercial lighting for restaurants uk,117,0,0,30.3
https://ledsone.co.uk/collections/luminous-deals-glow-up-your-savings/products/retro-design-light-easy-fit-40cm-dome-lampshades-lighting?variant=40309520564385&currency=GBP,cool lampshades,117,0,0,8.7
https://ledsone.co.uk/blogs/new/getting-ready-for-the-holidays-the-ultimate-guide-to-led-christmas-lights,led christmas bulbs,117,0,0,12.1
https://ledsone.co.uk/collections/refurbished-products,discontinued lights,114,0,0,28.7
https://ledsone.co.uk/es/blogs/new/collections-large-wall-clocks,best wall clocks,114,0,0,13.5
https://ledsone.co.uk/pl/collections/kitchen-lighting/pendent-lights,pendant kitchen lights uk,108,0,0,74.3
https://ledsone.co.uk/blogs/new/living-room-wall-lighting-ideas-for-a-designer-look,wall lighting for living rooms,107,1,0.93,10.7
https://ledsone.co.uk/nl/blogs/new/3-core-round-fabric-electrical-cable-braided-flex-cable-for-lighting,can you use flex cable for lighting,105,0,0,8.2
https://ledsone.co.uk/collections/lampshades/easy-fit-wire-cage,light cage guard,104,1,0.96,8.0
https://ledsone.co.uk/collections/bsell-06/products/dc-power-supply-splitter-2-4-6-8-way-dc-2-1mm-female-to-male-cable-for-cctv-security-cameras?variant=43720690663674&currency=GBP,12v power supply splitter,103,0,0,9.1
https://ledsone.co.uk/es/blogs/new/best-wall-lights-for-hallways-uk,hallway wall lights,98,0,0,43.9
https://ledsone.co.uk/collections/all-transformers,drivers and transformers,94,0,0,32.6
https://ledsone.co.uk/collections/lampshades/wall-lights-for-home-office-lights,vintage wall lamp shades,94,0,0,9.4
https://ledsone.co.uk/nl/blogs/new/how-energy-saving-light-bulbs-save-both-energy-and-money,energiebesparing licht,93,0,0,45.5
https://ledsone.co.uk/collections/rose-gold-lighting/rose-gold,rose gold ceiling light,92,0,0,15.5
https://ledsone.co.uk/collections/vintage-bulbs/vintage-bulbs,edison lightbulb,92,0,0,10.7
https://ledsone.co.uk/collections/black-pipe-fittings-tubing,black metal pipe,91,0,0,25.9
https://ledsone.co.uk/collections/handles,ledge handle,91,0,0,35.5
https://ledsone.co.uk/pl-pl/collections/switch-wall-light,wall spotlight with switch,91,0,0,19.8
https://ledsone.co.uk/es/blogs/new/the-ultimate-guide-to-using-pendant-lights-for-an-elegant-home,¿dónde usar lámparas colgantes?,91,2,2.2,9.7
https://ledsone.co.uk/nl/blogs/understanding-2-core-electrical-cable-the-essentials-1/understanding-2-core-electrical-cable-the-essentials,2 aderige kabel,90,0,0,12.7
https://ledsone.co.uk/collections/pipe-light-sales/custom-lighting,custom light pipes,89,1,1.12,35.2
https://ledsone.co.uk/collections/all/products/green-flush-mount-ceiling-light-fitting?_pos=1&_fid=c3b92f669&_ss=c,green led lights,89,0,0,56.4
https://ledsone.co.uk/pl/collections/living-or-dining-room-lighting,dining room led lighting,89,0,0,38.9
https://ledsone.co.uk/pl/collections/chandelier,chandelier lights,88,0,0,36.5
https://ledsone.co.uk/collections/masonry-screws-anchors,light duty fixings,86,0,0,34.3
https://ledsone.co.uk/nl/blogs/new/how-many-lumens-do-i-need-a-room-by-room-uk-lighting-guide,,85,0,0,8.0
https://ledsone.co.uk/collections/glow-up-collection,fresh elements light lighting,84,0,0,11.5
https://ledsone.co.uk/collections/hemp-rope-lights-for-cafe-restaurant,hanging lights for cafe,84,0,0,9.2
https://ledsone.co.uk/collections/home-office-lighting,where should i buy lighting for a home office in the uk,84,0,0,48.0
https://ledsone.co.uk/collections/lampshades/ceiling-pipe-light,retro light shades,84,0,0,9.2
https://ledsone.co.uk/collections/table-lamps,e27 table lamps,83,0,0,18.7
https://ledsone.co.uk/blogs/new/outdoor-led-ideas-for-uk-homes,what are affordable outdoor lighting ideas for budget-conscious homeowners?. my location is united kingdom.,82,0,0,5.7
https://ledsone.co.uk/collections/ceilingrose-hook-plate,ceiling rose hook plate,79,0,0,10.3
https://ledsone.co.uk/collections/wall-lamp-collection-at-affordable-prices,affordable wall lighting,79,0,0,24.1
https://ledsone.co.uk/pl/collections/hooks-and-rings,light cords,79,0,0,33.7
https://ledsone.co.uk/blogs/new/discover-the-perfect-gift-bags-for-every-occasion-in-the-uk,i want to upgrade from basic gift bags to something more premium for milestone family celebrations - what are the best high-quality gift boxes available in the uk that offer excellent value for money?,79,1,1.27,7.4
https://ledsone.co.uk/blogs/new/how-to-choose-led-panel-lights-a-uk-buyers-guide-to-brightness-colour-fitting,led panel ceiling lights,75,2,2.67,7.1
https://ledsone.co.uk/pl-pl/collections/chandelier,contemporary crystal chandeliers uk,73,0,0,51.9
https://ledsone.co.uk/collections/wall-lights-for-wood-lights,wood wall light,71,0,0,31.5
https://ledsone.co.uk/es/blogs/new/small-kitchen-ideas-for-2025,iluminacion para una cocina pequeã±a,71,0,0,23.7
https://ledsone.co.uk/collections/ip45-rainproof-led-drivers,weatherproof led driver,68,1,1.47,32.9
https://ledsone.co.uk/collections/spider-light/wall-lights-for-wood-lights,spider wall light,66,1,1.52,11.0
https://ledsone.co.uk/blogs/new/how-to-light-a-home-office-to-reduce-eye-strain,"question if it’s possible, your workstation should be at a right angle to the main source of light in the room.",66,0,0,8.8
https://ledsone.co.uk/nl/blogs/new/kitchen-lighting-trends-2026,kitchen island lighting trends 2026,64,0,0,9.4
https://ledsone.co.uk/pl-pl/collections/lampshades/lamp-spare-parts-sales,lamp shade parts,62,0,0,15.5
https://ledsone.co.uk/collections/e14-bulb-holder,e14 bulb socket,61,1,1.64,11.2
https://ledsone.co.uk/collections/green-day-lighting,green light bulb,61,0,0,18.3
https://ledsone.co.uk/collections/pendant-lights/indoor-lighting,led hanging lights,61,0,0,17.2
https://ledsone.co.uk/blogs/new/christmas-lighting-trends-2025-styles-colours-smart-tech,christmas lights strand 2025,60,1,1.67,12.0
https://ledsone.co.uk/es/blogs/new/how-to-reduce-electricity-bills-with-energy-efficient-led-lighting,how to use lighting to cut electricity bills,60,0,0,29.4
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.ceilingrose_type=Rectangle&variant=45380373643514,bespoke rectangle led,58,0,0,67.7
https://ledsone.co.uk/collections/modern-energy-efficient-pendant-ceiling-wall-lighting-uk,wall light pendant,56,0,0,17.9
https://ledsone.co.uk/collections/electric-cable,,55,0,0,9.0
https://ledsone.co.uk/blogs/new/pendant-holder-the-foundation-of-modern-lighting,pendant holder,55,0,0,6.5
https://ledsone.co.uk/collections/30-off,ledsone discount code,53,0,0,12.2
https://ledsone.co.uk/blogs/new/romantic-valentines-day-lighting-2026,warm romantic lighting,51,1,1.96,6.7
https://ledsone.co.uk/blogs/new/industrial-vs-modern-led-lighting-finding-your-homes-style,modern lighting & electrical,50,0,0,10.7
https://ledsone.co.uk/pl-pl/blogs/new/collections-large-wall-clocks,best wall clock,50,0,0,18.0
https://ledsone.co.uk/collections/led-panels/led-lighting,energy efficient led panel lights,49,1,2.04,23.7
https://ledsone.co.uk/collections/rose-gold-lighting/wall-lighting,rose gold wall light,49,0,0,11.9
https://ledsone.co.uk/collections/vintage-bulbs-4w,vintage bulbs,49,0,0,9.2
https://ledsone.co.uk/collections/illuminate-your-space-the-ultimate-light-collection,ledsone,48,0,0,48.5
https://ledsone.co.uk/collections/pipe-lights-for-kitchen-lights,industrial pipe lighting uk,48,0,0,44.9
https://ledsone.co.uk/collections/wire-cage/pendant-lights,cage lights,48,0,0,10.1
https://ledsone.co.uk/pl-pl/collections/kitchen-lighting/pendant-lights,painted kitchen lights,48,0,0,36.0
https://ledsone.co.uk/collections/lighting-set,brass pendant light shade,47,0,0,7.6
https://ledsone.co.uk/collections/spider-lights-for-cafe-restaurant,chandelier spider,47,0,0,12.4
https://ledsone.co.uk/es/blogs/new/how-to-layer-lighting-in-the-living-room-using-pendant-lights,cómo puedo decorar mi sala,46,3,6.52,8.0
https://ledsone.co.uk/blogs/understanding-2-core-electrical-cable-the-essentials-1,2 core wiring,46,0,0,39.8
https://ledsone.co.uk/collections/pipe-lighting/modern-lighting,led pipes,45,0,0,31.6
https://ledsone.co.uk/pl-pl/blogs/new/best-light-bulbs-for-kitchen-lighting-2026,kitchen light bulbs,44,0,0,9.2
https://ledsone.co.uk/collections/3-head-rectangle-or-round-ceiling-rose/3-outlet-lighting,,43,0,0,11.4
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.colour=Green&filter.p.m.custom.core=Pendant+Light&filter.p.m.custom.model=Shade+Pendant&variant=45380373807354,green pendant light,43,0,0,46.7
https://ledsone.co.uk/collections/wire-cage/wire-cage,cage pendant light edison bulb uk buy,42,1,2.38,7.3
https://ledsone.co.uk/collections/bsell-06/products/vintage-ceiling-rose-fabric-cable-pendant-light-fitting-holders-5213?variant=45065026732282&currency=GBP,صوره ليها,42,0,0,8.3
https://ledsone.co.uk/collections/ceiling-lights-for-bedroom-lights,bedroom light fittings,42,0,0,22.0
https://ledsone.co.uk/nl/blogs/new/how-to-install-led-downlights-safely,led lighting installation,42,0,0,18.7
https://ledsone.co.uk/collections/glass-pendant-lights,commercial glass pendant lights,41,1,2.44,36.7
https://ledsone.co.uk/nl/blogs/new/how-to-brighten-a-dark-corner-best-floor-lamps-table-lamps-wall-lighting-ideas,i need a floor lamp for a dark corner of my living room – where can i buy one?,41,0,0,4.3
https://ledsone.co.uk/pl/blogs/new/what-size-chandelier-do-you-need-a-room-by-room-guide,what is the rule of thumb for chandeliers?,41,0,0,34.2
https://ledsone.co.uk/collections/lampshades/lamp-shades,spun fibreglass lampshade,40,2,5.0,9.9
https://ledsone.co.uk/collections/lampshades/wall-light-any-room-sales,vintage wall light shades,40,0,0,9.6
https://ledsone.co.uk/collections/weekly-promotion-offer?filter.p.m.custom.ceilingrose_type=Round+Shape,custom made circular led,40,0,0,55.7
https://ledsone.co.uk/es/blogs/new/light-solutions-for-windowless-rooms,light solutions for windowless rooms,40,1,2.5,9.0
https://ledsone.co.uk/es/blogs/understanding-2-core-electrical-cable-the-essentials-1/understanding-2-core-electrical-cable-the-essentials,2 core cable,40,0,0,4.7
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.ceilingrose_type=Round+Shape&variant=45380373643514,bespoke circular lights,39,0,0,61.3
https://ledsone.co.uk/nl/collections/belt,lehr belts,39,0,0,14.3
https://ledsone.co.uk/nl/blogs/new/best-wall-lights-for-hallways-uk,best hallway lights,39,0,0,32
https://ledsone.co.uk/collections/lamp-spares-1,ceiling light spares,38,0,0,16.6
https://ledsone.co.uk/pl-pl/collections/lampshade-e27-b22,b22 lamp shade,38,0,0,6.7
https://ledsone.co.uk/es/blogs/new/single-vs-cluster-pendant-lights-which-works-best-in-each-room,cluster pendant light,38,0,0,24.3
https://ledsone.co.uk/pl-pl/collections/electric-cable,,37,1,2.7,12.5
https://ledsone.co.uk/collections/vintage-bulbs/watt4w,,36,1,2.78,8.9
https://ledsone.co.uk/es/collections/ceiling-lights-for-flash-lights,ceiling mounted lights,36,0,0,44.1
https://ledsone.co.uk/nl/collections/hooks-and-rings,light fixings,36,0,0,42
https://ledsone.co.uk/pl/collections/incandescent-bulbs,incandescent,36,0,0,16.9
https://ledsone.co.uk/blogs/new/guide-to-wall-amp-ceiling-lighting-2026,ceiling light,36,1,2.78,20.4
https://ledsone.co.uk/nl/blogs/new/12v-vs-24v-led-transformer-whats-the-difference-amp-which-do-you-need,,36,0,0,5.4
https://ledsone.co.uk/collections/led-transformers/dc-12v-transformers,,35,1,2.86,7.4
https://ledsone.co.uk/blogs/new/the-ultimate-2026-lighting-upgrade,light switches luxury,35,1,2.86,8.6
https://ledsone.co.uk/pl-pl/collections/ceiling-roses,ceiling light roses,34,1,2.94,17.8
https://ledsone.co.uk/es/collections/kitchen-lights-for-over-table,lamparas colgantes isla cocina,32,1,3.12,15.0
https://ledsone.co.uk/pl-pl/collections/dc-24v-transformer/dc-24v-transformer,,32,0,0,2.8
https://ledsone.co.uk/pl-pl/collections/rose-gold-lighting,,32,0,0,11.6
https://ledsone.co.uk/pl/collections/office-items,document bags,32,0,0,34.6
https://ledsone.co.uk/blogs/new/how-to-choose-the-right-led-driver-a-uk-electricians-guide-for-2026,,32,0,0,7.3
https://ledsone.co.uk/nl/blogs/new/best-switches-and-sockets-in-the-uk-2026-buying-guide,best decorative switches and sockets uk. my location is united kingdom.,32,0,0,7.3
https://ledsone.co.uk/pl/collections/kitchen-lighting/pendant-lights,pendant lights for kitchen,31,0,0,51.2
https://ledsone.co.uk/collections/sales,ledsone uk limited,30,0,0,24.3
https://ledsone.co.uk/es/blogs/new/how-to-install-led-downlights-safely,fixed downlights installation guide,30,0,0,31.3
https://ledsone.co.uk/collections/switch-with-accessories,light switch accessories,29,0,0,28.3
https://ledsone.co.uk/collections/all?filter.p.m.custom.bulb_shapes=Vase,vase with lights,28,0,0,45.8
https://ledsone.co.uk/collections/pipe-lighting/pipe-light-fixture,,28,0,0,4.2
https://ledsone.co.uk/collections/vintage-cables/3core-round,,28,0,0,8.5
https://ledsone.co.uk/nl/collections/wall-lights-for-bedroom-lights,wandlamp,28,0,0,5.1
https://ledsone.co.uk/pl/collections/easy-fit-shades,light cage shade,28,0,0,15.4
https://ledsone.co.uk/nl/blogs/new/best-light-bulbs-for-kitchen-lighting-2026,best light bulb for kitchen,28,1,3.57,3.9
https://ledsone.co.uk/es/blogs/new/holder,,28,0,0,8.7
https://ledsone.co.uk/es/blogs/new/how-to-light-a-hallway-and-make-it-stand-out-the-complete-uk-guide,lighting & electrical solutions for hallways,28,0,0,18.2
https://ledsone.co.uk/collections/junction-box,connectors for junction boxes,27,1,3.7,20.7
https://ledsone.co.uk/collections/accessories/wire-connectors,light cable connector,27,0,0,6.0
https://ledsone.co.uk/collections/all/products/long-shape-brushed-copper?_pos=1&_fid=041c21a53&_ss=c,metal cage,27,0,0,55.9
https://ledsone.co.uk/collections/conduit-pipe,conduit light fittings,27,0,0,29.3
https://ledsone.co.uk/pl/collections/easy-fit-shades/easy-fit-metal-shade,durable steel shade lamp,27,0,0,31.9
https://ledsone.co.uk/pl/collections/single-outlet-ceiling-rose,ceiling rose,27,0,0,3.6
https://ledsone.co.uk/pl/collections/tapes,different kinds of tape,27,0,0,51.6
https://ledsone.co.uk/nl/blogs/new/how-to-reduce-electricity-bills-with-energy-efficient-led-lighting,how to use lighting to cut electricity bills,27,0,0,10.7
https://ledsone.co.uk/collections/diy-lighting-new,led making,26,1,3.85,6.7
https://ledsone.co.uk/collections/fitting-items,ceiling tile accessories,26,1,3.85,9.4
https://ledsone.co.uk/collections/lampshades/easy-fit-shades,,26,0,0,10.1
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.core=Ceiling+Light&filter.p.m.custom.lighting_outlet=4+Way&filter.p.m.custom.size=Dia%2F40cm&variant=45380373807354,4 light pendant ceiling light,26,0,0,55.0
https://ledsone.co.uk/collections/pipe-lighting/pipe-ceiling-lights,industrial pipe lighting uk,26,0,0,53.2
https://ledsone.co.uk/collections/vintage-bulbs/typeg125,vintage filament g125,26,0,0,13.6
https://ledsone.co.uk/nl/blogs/new/the-ultimate-guide-to-e27-ceramic-lamp-holders-high-heat-engineering-safe-installation,e27 ceramic lamp holder,26,0,0,6.5
https://ledsone.co.uk/collections/wire-cage-pendant-light/pendant-lights,,25,1,4.0,12.7
https://ledsone.co.uk/collections/ceiling-roses/custom-lighting,ceiling rose replacement,25,0,0,8.9
https://ledsone.co.uk/collections/indoor-led-lights/indoor-lighting,ledsone lighting,25,0,0,2.6
https://ledsone.co.uk/collections/lighting-shades/products/tiffany-style-ceiling-pendant-hanging-mediterranean-style-lamp-light-decorative-home?_pos=3&_fid=aa33d625f&_ss=c,tiffany light shades ceiling,25,0,0,41
https://ledsone.co.uk/collections/pipe-lighting/table-lighting,industrial pipe lighting uk,25,0,0,37
https://ledsone.co.uk/pl/collections/switches-and-sockets,light sockets,25,0,0,61.6
https://ledsone.co.uk/pl/blogs/new/best-light-bulbs-for-kitchen-lighting-2026,kitchen light bulbs,25,1,4.0,15.8
https://ledsone.co.uk/collections/diy-lighting-new/products/fabric-lamp-cable-rocker-switch-13a-plug-free-cable-6793?variant=56624923705730,,24,0,0,8.2
https://ledsone.co.uk/collections/lighting-collection,ledsone,24,0,0,4.3
https://ledsone.co.uk/nl/collections/kitchen-lights-for-over-table,keukeneiland verlichting,24,0,0,52.8
https://ledsone.co.uk/pl-pl/collections/easy-fit-metal-shade,durable steel shade lamp,24,0,0,43.8
https://ledsone.co.uk/pl/collections/b22-base-bulb,led light bayonet bulbs,24,0,0,28.5
https://ledsone.co.uk/es/blogs/new/best-switches-and-sockets-in-the-uk-2026-buying-guide,best plug sockets,24,0,0,13.0
https://ledsone.co.uk/es/collections/dc-5v-transformer,convertidor de 12v a 5v,23,2,8.7,1.5
https://ledsone.co.uk/collections/conduit-lighting/products/20mm-galvanized-steel-conduit-lighting-box-fitting?variant=54875533377922,galvanised boxes,23,0,0,12.1
https://ledsone.co.uk/pl/collections/all/vintage-bulbs,20 watt vintage light bulbs,23,0,0,47.1
https://ledsone.co.uk/pl/collections/swan-neck-wall-lights,swan neck sign lights,23,0,0,23.9
https://ledsone.co.uk/es/blogs/new/how-to-choose-the-right-fabric-electrical-cable-a-complete-guide,cable tierra,23,0,0,9.2
https://ledsone.co.uk/collections/pendant-lights/pendant-holder,hanging light bulb,22,0,0,15.8
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.core=Ceiling+Light&filter.p.m.custom.lighting_outlet=9+Way&filter.p.m.custom.model=Trendy+Pendant+light&variant=45380374102266,adjustable ceiling lights,22,0,0,61.3
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.core=Ceiling+Light&filter.p.m.custom.model=Trendy+Pendant+light&filter.p.m.custom.size=10cm+diameter+2cm+height&variant=45380374102266,height adjustable pendant lights,22,0,0,56.7
https://ledsone.co.uk/collections/clocks/clocks,huge clocks for walls,21,0,0,7.1
https://ledsone.co.uk/collections/e14-candle-bulb,,21,0,0,12.8
https://ledsone.co.uk/collections/morandi-pendant-light,morandi pendant light,21,0,0,9.5
https://ledsone.co.uk/pl/collections/lighting-set/glass-pendant-light,glass pendant light vintage,21,0,0,36.7
https://ledsone.co.uk/web-pixels@1e0b1122w61c904dfpc855754am2b403ea2/custom/web-pixel-232456578@1/sandbox/modern/collections/catalog_lampshades/products/modern-pink-colour-creative-personality-metal-wall-light-lamp-shades?_pos=14&_fid=5580aa3b4&_ss=c,pink wall lighting,21,0,0,37.6
https://ledsone.co.uk/blogs/new/how-to-choose-the-perfect-table-lamp,what color is best for table lamps?,21,0,0,17
https://ledsone.co.uk/es/blogs/new/the-ultimate-guide-to-e27-ceramic-lamp-holders-high-heat-engineering-safe-installation,e27 ceramic lamp holder,21,0,0,7.9
https://ledsone.co.uk/nl/blogs/new/best-heavy-duty-hanging-chains-for-plants-ceiling-lights-in-the-uk-1,fotos,21,0,0,7.8
https://ledsone.co.uk/pl-pl/collections/plug-in-pendant-light,,20,1,5.0,14.4
https://ledsone.co.uk/collections/ceiling-light-living-room,ledsone,20,0,0,4.5
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.ceilingrose_type=Round+Shape&filter.p.m.custom.size=Dia%2F15cm&variant=45380374036730,bespoke round lights,20,0,0,61.5
https://ledsone.co.uk/collections/sale/metal-pendant-light,metal pendant lights,20,0,0,40.1
https://ledsone.co.uk/pl-pl/collections/hooks-and-rings,,20,0,0,9.6
https://ledsone.co.uk/collections/all-products/products/long-shape-brushed-copper?_pos=2&_fid=e21c6a49f&_ss=c,metal cage,19,0,0,57.8
https://ledsone.co.uk/collections/lampshades/wall-sconce,,19,0,0,7.5
https://ledsone.co.uk/collections/living-or-dining-room-lighting,pull down dining room light,19,0,0,14.5
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Cone+Shade&filter.p.m.custom.ceilingrose_type=Rectangle+Shape&filter.p.m.custom.model=Trendy+Pendant+light&variant=45380374102266,custom y-shape suspended led lighting,19,0,0,56.5
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.ceilingrose_type=Rectangle+Shape&filter.p.m.custom.colour=Pink&variant=45380373610746,pink lighting sale,19,0,0,41.6
https://ledsone.co.uk/nl/collections/outdoor-lights-with-sensor,external light level sensors,19,0,0,49.2
https://ledsone.co.uk/pl/collections/latest-pendent-shade/rattan-lamp,rattan ceiling & lamp shades,19,0,0,34.1
https://ledsone.co.uk/collections/spider-light/cafe-restaurants,spider lamps,18,1,5.56,6.7
https://ledsone.co.uk/collections/bakelite-holders/lamp-holders,,18,0,0,9.9
https://ledsone.co.uk/collections/bsell-06/products/multi-outlet-satin-nickel-metal-ceiling-rose?variant=40007999717537&currency=GBP,3 port ceiling canopy,18,0,0,9.9
https://ledsone.co.uk/collections/easy-fit-shades?page=2,soft shades,18,0,0,53.6
https://ledsone.co.uk/collections/hemp-rope-lights-any-rooms-offer/latest-pendant-shade,hemp rope light,18,0,0,11.2
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.ceilingrose_type=Round&variant=45380373774586,bespoke circular led,18,0,0,56.2
https://ledsone.co.uk/collections/vintage-bulbs/incandescent-bulbs,vintage incandescent bulbs,18,0,0,9.9
https://ledsone.co.uk/pl/collections/commercial-lighting-for-restaurants-uk,commercial lighting for restaurants uk,18,0,0,54.2
https://ledsone.co.uk/pl/collections/pipe-lighting,,18,0,0,4.5
https://ledsone.co.uk/es/blogs/new/ip-rating-explained,grado de proteccion ip20,18,0,0,6.6
https://ledsone.co.uk/pl/blogs/new/how-to-light-a-home-office-to-reduce-eye-strain,,18,0,0,5.2
https://ledsone.co.uk/collections/spider-light-accessories,spider accessories,17,2,11.76,17.1
https://ledsone.co.uk/collections/celing-rosre-b/products/3-head-pendant-braided-fabric-flex-lamp-holder-fitting-black-finish?variant=40482252980385&currency=GBP,,17,0,0,9.8
https://ledsone.co.uk/collections/foot-wear,footware or footwear,17,0,0,7.5
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.core=Ceiling+Light&filter.p.m.custom.model=Shade+Pendant&variant=45380373676282,suspended led lights,17,0,0,68.5
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.core=Pendant+light&filter.p.m.custom.lighting_outlet=4+Way&filter.p.m.custom.size=Dia%2F40cm&variant=45380373807354,4 light pendant,17,0,0,49.9
https://ledsone.co.uk/pl/collections/new-arrivals/lampshade-fitter,lamp bulb holders uk,17,0,0,39.9
https://ledsone.co.uk/pl/collections/spider-light,,17,0,0,13.3
https://ledsone.co.uk/blogs/new/top-christmas-gift-ideas-2025,christmas ideas 2025,17,0,0,31.2
https://ledsone.co.uk/es/blogs/new/12v-vs-24v-led-transformer-whats-the-difference-amp-which-do-you-need,,17,0,0,8.8
https://ledsone.co.uk/collections/bulbs,ledsone,16,0,0,1.7
https://ledsone.co.uk/collections/hemp-rope-lighting/lampshades,site:ledsone.co.uk,16,0,0,11.7
https://ledsone.co.uk/es/collections/kitchen-lights-for-over-table?page=2,kitchen lights,16,0,0,55.3
https://ledsone.co.uk/nl/collections/vintage-lights-for-kitchen-lights/pendant-lights-for-kitchen-lights,vintage style kitchen lighting,16,0,0,28.6
https://ledsone.co.uk/pl-pl/collections/metal-holders,,16,0,0,14.1
https://ledsone.co.uk/pl/collections/e14-base-bulb,candle small screw bulb,16,0,0,15.5
https://ledsone.co.uk/collections/home-lighting,coloured cord flex light fittings,15,1,6.67,17.7
https://ledsone.co.uk/collections/easy-fit-shades/products/modern-black-metal-wire-cage-lamp-shade-4764?variant=44517173461242&shpxid=0eadfe9a-b27a-4340-b07d-e607a1656e93,black wire cage,15,0,0,9.7
https://ledsone.co.uk/collections/micro-ceiling-rose-multy-outlet,,15,0,0,7.7
https://ledsone.co.uk/collections/modern-lighting,ledsone uk limited,15,0,0,18.6
https://ledsone.co.uk/collections/pipe-light-sales,industrial pipe lighting uk,15,0,0,69.2
https://ledsone.co.uk/collections/single-outlet-ceiling-rose?page=2,,15,0,0,11.3
https://ledsone.co.uk/collections/vintage-lighting/vintage-lights-for-kitchen-lights,light fitting vintage,15,0,0,34.8
https://ledsone.co.uk/pl-pl/collections/holder-1,lampholders,15,0,0,53.3
https://ledsone.co.uk/pl-pl/collections/wire-cage-pendant-light/lampshade,light cage shade,15,0,0,29.8
https://ledsone.co.uk/nl/blogs/new/light-solutions-for-windowless-rooms,,15,1,6.67,7.7
https://ledsone.co.uk/collections/conduit-lightings?page=2&section_id=template--27376946413954__product-grid,led light pipe,14,0,0,55.8
https://ledsone.co.uk/collections/config-sp-lamp-shade,sp ledsone,14,0,0,1.1
https://ledsone.co.uk/collections/new-arrivals/products/glass-lampshade-modern-style-wall-lights-perfect-for-decorative-on-wall?_pos=6&_fid=798e31163&_ss=c,wall lights glass shades,14,0,0,37.5
https://ledsone.co.uk/collections/vintage-bulbs/new-arrivals,20 watt vintage light bulbs,14,0,0,12.9
https://ledsone.co.uk/pl/collections/b22-led-bulbs,dimmable led bc,14,0,0,29.1
https://ledsone.co.uk/web-pixels@da62cc92w68dfea28pcf9825a4m392e00d0/custom/web-pixel-232456578@1/sandbox/modern/collections/pendant-lights/products/industrial-vintage-single-ceiling-pendant-lighting-metal-cone-yellow-brass-lampshade-e27-uk-holder?_pos=123&_fid=4c0588e52&_ss=c,lampenkap industrieel,14,0,0,65.5
https://ledsone.co.uk/es/collections/ceiling-lighting,ledsone,13,1,7.69,3.8
https://ledsone.co.uk/collections/conduit-lighting/products/metal-ceiling-rose-100mm-m20-pendant-canopy-kit?variant=56698079609218,conduit ceiling rose,13,0,0,5.3
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.bulb_shapes=Round&filter.p.m.custom.size=Dia%2F15cm&variant=45380374036730,bespoke circular led,13,0,0,48.8
https://ledsone.co.uk/collections/pendant-lights?filter.p.m.custom.core=3+Core&variant=45380373643514,bespoke y shape led,13,0,0,70.4
https://ledsone.co.uk/collections/vintage-bulbs/e27,antique led lamps,13,0,0,10.1
https://ledsone.co.uk/collections/wire-cage-pendant-light/vintage-lighting,,13,0,0,17.8
https://ledsone.co.uk/pl-pl/collections/lampshades/lighting-set,,13,0,0,10.8
https://ledsone.co.uk/pl/collections/ceiling-rose-brackets/ceiling-rose-brackets,,13,0,0,9.8
